Internal_SKU,HEX,Hue_Degrees,Saturation_Value,Brightness_Value,Auto_Depth_Score
LC-GP-0494,#905870,334.3,38.9,56.5,5
LC-GP-0495,#985058,353.3,47.4,59.6,5
LC-GP-0496,#906880,324.0,27.8,56.5,5
LC-GP-0497,#886090,290.0,33.3,56.5,5
LC-GP-0498,#986880,330.0,31.6,59.6,5
LC-GP-0499,#A088B0,276.0,22.7,69.0,4
LC-GP-0500,#A880B0,290.0,27.3,69.0,4
LC-GP-0501,#A880A0,312.0,23.8,65.9,4
LC-GP-0502,#B088A8,312.0,22.7,69.0,4
LC-GP-0503,#B088A0,324.0,22.7,69.0,4
LC-GP-0504,#A088A0,300.0,15.0,62.7,4
LC-GP-0505,#B890A8,324.0,21.7,72.2,4
LC-GP-0506,#B088A0,324.0,22.7,69.0,4
LC-GP-0507,#B898B0,315.0,17.4,72.2,4
LC-GP-0508,#C890A0,342.9,28.0,78.4,3
LC-GP-0509,#D0A8B8,336.0,19.2,81.6,3
LC-GP-0510,#E0B0B8,350.0,21.4,87.8,2
LC-GP-0511,#D8A0A8,351.4,25.9,84.7,2
LC-GP-0512,#F0D0D8,345.0,13.3,94.1,2
LC-GP-0513,#F0E8E0,30.0,6.7,94.1,2
LC-GP-0514,#D8D0C8,30.0,7.4,84.7,2
LC-GP-0515,#E8D8D0,20.0,10.3,91.0,2
LC-GP-0516,#F0E0D8,20.0,10.0,94.1,2
LC-GP-0517,#E0C8C0,15.0,14.3,87.8,2
LC-GP-0518,#F0D0B8,25.7,23.3,94.1,2
LC-GP-0519,#F0D8C8,24.0,16.7,94.1,2
LC-GP-0520,#F0D8D0,15.0,13.3,94.1,2
LC-GP-0521,#F0D8C8,24.0,16.7,94.1,2
LC-GP-0522,#F0D0B8,25.7,23.3,94.1,2
LC-GP-0523,#E0C8B8,24.0,17.9,87.8,2
LC-GP-0524,#E8C8C0,12.0,17.2,91.0,2
LC-GP-0525,#D8B8A8,20.0,22.2,84.7,2
LC-GP-0526,#E0C0A8,25.7,25.0,87.8,2
LC-GP-0527,#E8B8A8,15.0,27.6,91.0,2
LC-GP-0528,#E0B8A0,22.5,28.6,87.8,2
LC-GP-0529,#B8A0B0,320.0,13.0,72.2,4
LC-GP-0530,#C0A8A8,0.0,12.5,75.3,3
LC-GP-0531,#D0A8A8,0.0,19.2,81.6,3
LC-GP-0532,#C0A0A8,345.0,16.7,75.3,3
LC-GP-0533,#E8C8B8,20.0,20.7,91.0,2
LC-GP-0534,#D8B8A0,25.7,25.9,84.7,2
LC-GP-0535,#D8C098,37.5,29.6,84.7,2
LC-GP-0536,#D8A888,24.0,37.0,84.7,2
LC-GP-0537,#D09878,21.8,42.3,81.6,3
LC-GP-0538,#D8A088,18.0,37.0,84.7,2
LC-GP-0539,#C88880,6.7,36.0,78.4,3
LC-GP-0540,#B8A0A8,340.0,13.0,72.2,4
LC-GP-0541,#B07878,0.0,31.8,69.0,4
LC-GP-0542,#886868,0.0,23.5,53.3,5
LC-GP-0543,#A88880,12.0,23.8,65.9,4
LC-GP-0544,#786878,300.0,13.3,47.1,6
LC-GP-0545,#B87058,15.0,52.2,72.2,4
LC-GP-0546,#B07860,18.0,45.5,69.0,4
LC-GP-0547,#A86060,0.0,42.9,65.9,4
LC-GP-0548,#A06850,18.0,50.0,62.7,4
LC-GP-0549,#B06850,15.0,54.5,69.0,4
LC-GP-0550,#A85028,18.8,76.2,65.9,4
LC-GP-0551,#904830,15.0,66.7,56.5,5
LC-GP-0552,#705858,0.0,21.4,43.9,6
LC-GP-0553,#804020,20.0,75.0,50.2,5
LC-GP-0554,#884028,15.0,70.6,53.3,5
LC-GP-0555,#683820,20.0,69.2,40.8,6
LC-GP-0556,#783828,12.0,66.7,47.1,6
LC-GP-0557,#683020,13.3,69.2,40.8,6
LC-GP-0558,#884038,6.0,58.8,53.3,5
LC-GP-0559,#784030,13.3,60.0,47.1,6
LC-GP-0560,#583020,17.1,63.6,34.5,7
LC-GP-0561,#602818,13.3,75.0,37.6,7
LC-GP-0562,#603830,10.0,50.0,37.6,7
LC-GP-0563,#602820,7.5,66.7,37.6,7
LC-GP-0564,#503830,15.0,40.0,31.4,7
LC-GP-0565,#603020,15.0,66.7,37.6,7
LC-GP-0566,#482818,20.0,66.7,28.2,7
LC-GP-0567,#483020,24.0,55.6,28.2,7
LC-GP-0568,#684840,12.0,38.5,40.8,6
LC-GP-0569,#684838,20.0,46.2,40.8,6
LC-GP-0570,#684848,0.0,30.8,40.8,6
LC-GP-0571,#604048,345.0,33.3,37.6,7
LC-GP-0572,#906058,8.6,38.9,56.5,5
LC-GP-0573,#785048,10.0,40.0,47.1,6
LC-GP-0574,#684840,12.0,38.5,40.8,6
LC-GP-0575,#885860,350.0,35.3,53.3,5
LC-GP-0576,#985858,0.0,42.1,59.6,5
LC-GP-0577,#906050,15.0,44.4,56.5,5
LC-GP-0578,#886858,20.0,35.3,53.3,5
LC-GP-0579,#987060,17.1,36.8,59.6,5
LC-GP-0580,#A06050,12.0,50.0,62.7,4
LC-GP-0581,#885048,7.5,47.1,53.3,5
LC-GP-0582,#905848,13.3,50.0,56.5,5
LC-GP-0583,#A05850,6.0,50.0,62.7,4
LC-GP-0584,#985050,0.0,47.4,59.6,5
LC-GP-0585,#A05858,0.0,45.0,62.7,4
LC-GP-0586,#A06060,0.0,40.0,62.7,4
LC-GP-0587,#B86858,10.0,52.2,72.2,4
LC-GP-0588,#A87060,13.3,42.9,65.9,4
LC-GP-0589,#B07860,18.0,45.5,69.0,4
LC-GP-0590,#B07068,6.7,40.9,69.0,4
LC-GP-0591,#C89078,18.0,40.0,78.4,3
LC-GP-0592,#C07068,5.5,45.8,75.3,3
LC-GP-0593,#D06058,4.0,57.7,81.6,3
LC-GP-0594,#C05850,4.3,58.3,75.3,3
LC-GP-0595,#C07068,5.5,45.8,75.3,3
LC-GP-0596,#C06050,8.6,58.3,75.3,3
LC-GP-0597,#D86060,0.0,55.6,84.7,2
LC-GP-0598,#B05050,0.0,54.5,69.0,4
LC-GP-0599,#B85848,8.6,60.9,72.2,4
LC-GP-0600,#B05048,4.6,59.1,69.0,4
LC-GP-0601,#C06860,5.0,50.0,75.3,3
LC-GP-0602,#C86048,11.2,64.0,78.4,3
LC-GP-0603,#885048,7.5,47.1,53.3,5
LC-GP-0604,#A86850,16.4,52.4,65.9,4
LC-GP-0605,#A85868,348.0,47.6,65.9,4
LC-GP-0606,#C05038,10.6,70.8,75.3,3
LC-GP-0607,#B04830,11.2,72.7,69.0,4
LC-GP-0608,#C06048,12.0,62.5,75.3,3
LC-GP-0609,#C86040,14.1,68.0,78.4,3
LC-GP-0610,#B86048,12.9,60.9,72.2,4
LC-GP-0611,#C86838,20.0,72.0,78.4,3
LC-GP-0612,#D87860,12.0,55.6,84.7,2
LC-GP-0613,#E08868,16.0,53.6,87.8,2
LC-GP-0614,#B87058,15.0,52.2,72.2,4
LC-GP-0615,#B05850,5.0,54.5,69.0,4
LC-GP-0616,#C05040,7.5,66.7,75.3,3
LC-GP-0617,#B84030,7.1,73.9,72.2,4
LC-GP-0618,#C84838,6.7,72.0,78.4,3
LC-GP-0619,#C05028,15.8,79.2,75.3,3
LC-GP-0620,#D84818,15.0,88.9,84.7,2
LC-GP-0621,#D04030,6.0,76.9,81.6,3
LC-GP-0622,#E83800,14.5,100.0,91.0,2
LC-GP-0623,#B84020,12.6,82.6,72.2,4
LC-GP-0624,#D04018,13.0,88.5,81.6,3
LC-GP-0625,#E04028,7.8,82.1,87.8,2
LC-GP-0626,#B03820,10.0,81.8,69.0,4
LC-GP-0627,#C84838,6.7,72.0,78.4,3
LC-GP-0628,#B84030,7.1,73.9,72.2,4
LC-GP-0629,#A84850,355.0,57.1,65.9,4
LC-GP-0630,#A01020,353.3,90.0,62.7,4
LC-GP-0631,#A02830,356.0,75.0,62.7,4
LC-GP-0632,#B04848,0.0,59.1,69.0,4
LC-GP-0633,#983030,0.0,68.4,59.6,5
LC-GP-0634,#B84038,3.8,69.6,72.2,4
LC-GP-0635,#C02838,353.7,79.2,75.3,3
LC-GP-0636,#C82040,348.6,84.0,78.4,3
LC-GP-0637,#A81828,353.3,85.7,65.9,4
LC-GP-0638,#C82048,345.7,84.0,78.4,3
LC-GP-0639,#B84830,10.6,73.9,72.2,4
LC-GP-0640,#B03048,348.8,72.7,69.0,4
LC-GP-0641,#683030,0.0,53.8,40.8,6
LC-GP-0642,#681820,354.0,76.9,40.8,6
LC-GP-0643,#782038,343.6,73.3,47.1,6
LC-GP-0644,#782028,354.5,73.3,47.1,6
LC-GP-0645,#702828,0.0,64.3,43.9,6
LC-GP-0646,#683028,7.5,61.5,40.8,6
LC-GP-0647,#583030,0.0,45.5,34.5,7
LC-GP-0648,#602020,0.0,66.7,37.6,7
LC-GP-0649,#701820,354.5,78.6,43.9,6
LC-GP-0650,#602028,352.5,66.7,37.6,7
LC-GP-0651,#682830,352.5,61.5,40.8,6
LC-GP-0652,#601818,0.0,75.0,37.6,7
LC-GP-0653,#783828,12.0,66.7,47.1,6
LC-GP-0654,#683028,7.5,61.5,40.8,6
LC-GP-0655,#482830,345.0,44.4,28.2,7
LC-GP-0656,#403030,0.0,25.0,25.1,8
LC-GP-0657,#501820,351.4,70.0,31.4,7
LC-GP-0658,#502828,0.0,50.0,31.4,7
LC-GP-0659,#301818,0.0,50.0,18.8,8
LC-GP-0660,#181818,0.0,0.0,9.4,9
LC-GP-0661,#301818,0.0,50.0,18.8,8
LC-GP-0662,#402020,0.0,50.0,25.1,8
LC-GP-0663,#382028,340.0,42.9,22.0,8
LC-GP-0664,#402020,0.0,50.0,25.1,8
LC-GP-0665,#402028,345.0,50.0,25.1,8
LC-GP-0666,#482030,336.0,55.6,28.2,7
LC-GP-0667,#301820,340.0,50.0,18.8,8
LC-GP-0668,#481898,262.5,84.2,59.6,5
LC-GP-0669,#582880,272.7,68.8,50.2,5
LC-GP-0670,#502078,272.7,73.3,47.1,6
LC-GP-0671,#281838,270.0,57.1,22.0,8
LC-GP-0672,#481870,272.7,78.6,43.9,6
LC-GP-0673,#501870,278.2,78.6,43.9,6
LC-GP-0674,#482860,274.3,58.3,37.6,7
LC-GP-0675,#402038,315.0,50.0,25.1,8
LC-GP-0676,#7818A0,282.4,85.0,62.7,4
LC-GP-0677,#8048A0,278.2,55.0,62.7,4
LC-GP-0678,#603888,270.0,58.8,53.3,5
LC-GP-0679,#704098,272.7,57.9,59.6,5
LC-GP-0680,#603090,270.0,66.7,56.5,5
LC-GP-0681,#603888,270.0,58.8,53.3,5
LC-GP-0682,#5018A0,264.7,85.0,62.7,4
LC-GP-0683,#402058,274.3,63.6,34.5,7
LC-GP-0684,#684878,280.0,40.0,47.1,6
LC-GP-0685,#603868,290.0,46.2,40.8,6
LC-GP-0686,#704078,291.4,46.7,47.1,6
LC-GP-0687,#905078,322.5,44.4,56.5,5
LC-GP-0688,#A06890,317.1,35.0,62.7,4
LC-GP-0689,#A878D8,270.0,44.4,84.7,2
LC-GP-0690,#A068D0,272.3,50.0,81.6,3
LC-GP-0691,#9870B8,273.3,39.1,72.2,4
LC-GP-0692,#D080D8,294.5,40.7,84.7,2
LC-GP-0693,#B080B8,291.4,30.4,72.2,4
LC-GP-0694,#9860A0,292.5,40.0,62.7,4
LC-GP-0695,#D878E8,291.4,48.3,91.0,2
LC-GP-0696,#B068B8,294.0,43.5,72.2,4
LC-GP-0697,#B058B8,295.0,52.2,72.2,4
LC-GP-0698,#9058C8,270.0,56.0,78.4,3
LC-GP-0699,#9070C8,261.8,44.0,78.4,3
LC-GP-0700,#8848B8,274.3,60.9,72.2,4
LC-GP-0701,#9840B0,287.1,63.6,69.0,4
LC-GP-0702,#704098,272.7,57.9,59.6,5
LC-GP-0703,#8050A0,276.0,50.0,62.7,4
LC-GP-0704,#9050C8,272.0,60.0,78.4,3
LC-GP-0705,#A088B8,270.0,26.1,72.2,4
LC-GP-0706,#B070A8,307.5,36.4,69.0,4
LC-GP-0707,#B07098,322.5,36.4,69.0,4
LC-GP-0708,#B86090,327.3,47.8,72.2,4
LC-GP-0709,#C07898,333.3,37.5,75.3,3
LC-GP-0710,#D090B0,330.0,30.8,81.6,3
LC-GP-0711,#C07098,330.0,41.7,75.3,3
LC-GP-0712,#A86098,313.3,42.9,65.9,4
LC-GP-0713,#C078B0,313.3,37.5,75.3,3
LC-GP-0714,#D090B8,322.5,30.8,81.6,3
LC-GP-0715,#E888D0,315.0,41.4,91.0,2
LC-GP-0716,#E090C0,324.0,35.7,87.8,2
LC-GP-0717,#E090D0,312.0,35.7,87.8,2
LC-GP-0718,#D098E0,286.7,32.1,87.8,2
LC-GP-0719,#D8A8E8,285.0,27.6,91.0,2
LC-GP-0720,#D898C0,322.5,29.6,84.7,2
LC-GP-0721,#E8B8D8,320.0,20.7,91.0,2
LC-GP-0722,#E8C0D0,336.0,17.2,91.0,2
LC-GP-0723,#F8B8E0,322.5,25.8,97.3,1
LC-GP-0724,#F8B8E0,322.5,25.8,97.3,1
LC-GP-0725,#F0C8E0,324.0,16.7,94.1,2
LC-GP-0726,#F0C8E8,312.0,16.7,94.1,2
LC-GP-0727,#E0C8E0,300.0,10.7,87.8,2
LC-GP-0728,#D0B0E0,280.0,21.4,87.8,2
LC-GP-0729,#D8C0F0,270.0,20.0,94.1,2
LC-GP-0730,#C0B8F0,248.6,23.3,94.1,2
LC-GP-0731,#B0A8E8,247.5,27.6,91.0,2
LC-GP-0732,#D8B8F0,274.3,23.3,94.1,2
LC-GP-0733,#B8A0D0,270.0,23.1,81.6,3
LC-GP-0734,#B890C8,282.9,28.0,78.4,3
LC-GP-0735,#C8A8E0,274.3,25.0,87.8,2
LC-GP-0736,#B888D8,276.0,37.0,84.7,2
LC-GP-0737,#E8E0F8,260.0,9.7,97.3,1
LC-GP-0738,#C8C8D8,240.0,7.4,84.7,2
LC-GP-0739,#D0C8E0,260.0,10.7,87.8,2
LC-GP-0740,#A8A0B8,260.0,13.0,72.2,4
LC-GP-0741,#A8A0C8,252.0,20.0,78.4,3
LC-GP-0742,#9898D8,240.0,29.6,84.7,2
LC-GP-0743,#A8A0D8,248.6,25.9,84.7,2
LC-GP-0744,#9880B0,270.0,27.3,69.0,4
LC-GP-0745,#B098D0,265.7,26.9,81.6,3
LC-GP-0746,#9078B8,262.5,34.8,72.2,4
LC-GP-0747,#8878B8,255.0,34.8,72.2,4
LC-GP-0748,#706098,257.1,36.8,59.6,5
LC-GP-0749,#605890,248.6,38.9,56.5,5
LC-GP-0750,#505880,230.0,37.5,50.2,5
LC-GP-0751,#7070B0,240.0,36.4,69.0,4
LC-GP-0752,#7878B8,240.0,34.8,72.2,4
LC-GP-0753,#C0D8F8,214.3,22.6,97.3,1
LC-GP-0754,#A0B0D8,222.9,25.9,84.7,2
LC-GP-0755,#98B0E8,222.0,34.5,91.0,2
LC-GP-0756,#A0A8E0,232.5,28.6,87.8,2
LC-GP-0757,#98A8E8,228.0,34.5,91.0,2
LC-GP-0758,#98B0F0,223.6,36.7,94.1,2
LC-GP-0759,#9898E0,240.0,32.1,87.8,2
LC-GP-0760,#9090D8,240.0,33.3,84.7,2
LC-GP-0761,#8878D0,250.9,42.3,81.6,3
LC-GP-0762,#7860D0,252.9,53.8,81.6,3
LC-GP-0763,#6858D0,248.0,57.7,81.6,3
LC-GP-0764,#6058B0,245.5,50.0,69.0,4
LC-GP-0765,#4848A0,240.0,55.0,62.7,4
LC-GP-0766,#6068B8,234.5,47.8,72.2,4
LC-GP-0767,#6878C8,230.0,48.0,78.4,3
LC-GP-0768,#5868C0,230.8,54.2,75.3,3
LC-GP-0769,#5898F8,216.0,64.5,97.3,1
LC-GP-0770,#6090C8,212.3,52.0,78.4,3
LC-GP-0771,#2898F0,206.4,83.3,94.1,2
LC-GP-0772,#2880E0,211.3,82.1,87.8,2
LC-GP-0773,#3880E0,214.3,75.0,87.8,2
LC-GP-0774,#2858C8,222.0,80.0,78.4,3
LC-GP-0775,#2858B0,218.8,77.3,69.0,4
LC-GP-0776,#3860A8,218.6,66.7,65.9,4
LC-GP-0777,#2060C8,217.1,84.0,78.4,3
LC-GP-0778,#3050B8,225.9,73.9,72.2,4
LC-GP-0779,#2858C0,221.1,79.2,75.3,3
LC-GP-0780,#302890,244.6,72.2,56.5,5
LC-GP-0781,#3840B0,236.0,68.2,69.0,4
LC-GP-0782,#2850B0,222.4,77.3,69.0,4
LC-GP-0783,#384090,234.5,61.1,56.5,5
LC-GP-0784,#4008C8,257.5,96.0,78.4,3
LC-GP-0785,#3828B8,246.7,78.3,72.2,4
LC-GP-0786,#4040B8,240.0,65.2,72.2,4
LC-GP-0787,#2820B8,243.2,82.6,72.2,4
LC-GP-0788,#3020B0,246.7,81.8,69.0,4
LC-GP-0789,#4010B0,258.0,90.9,69.0,4
LC-GP-0790,#3018A8,250.0,85.7,65.9,4
LC-GP-0791,#301860,260.0,75.0,37.6,7
LC-GP-0792,#181888,240.0,82.4,53.3,5
LC-GP-0793,#303078,240.0,60.0,47.1,6
LC-GP-0794,#303098,240.0,68.4,59.6,5
LC-GP-0795,#2838A0,232.0,75.0,62.7,4
LC-GP-0796,#403898,245.0,63.2,59.6,5
LC-GP-0797,#403078,253.3,60.0,47.1,6
LC-GP-0798,#503888,258.0,58.8,53.3,5
LC-GP-0799,#184898,217.5,84.2,59.6,5
LC-GP-0800,#3820A8,250.6,81.0,65.9,4
LC-GP-0801,#183848,200.0,66.7,28.2,7
LC-GP-0802,#202838,220.0,42.9,22.0,8
LC-GP-0803,#203840,195.0,50.0,25.1,8
LC-GP-0804,#284878,216.0,66.7,47.1,6
LC-GP-0805,#284078,222.0,66.7,47.1,6
LC-GP-0806,#085088,206.2,94.1,53.3,5
LC-GP-0807,#185878,200.0,80.0,47.1,6
LC-GP-0808,#607898,214.3,36.8,59.6,5
LC-GP-0809,#3060A0,214.3,70.0,62.7,4
LC-GP-0810,#4868A0,218.2,55.0,62.7,4
LC-GP-0811,#286090,207.7,72.2,56.5,5
LC-GP-0812,#5060A8,229.1,52.4,65.9,4
LC-GP-0813,#507098,213.3,47.4,59.6,5
LC-GP-0814,#606088,240.0,29.4,53.3,5
LC-GP-0815,#606080,240.0,25.0,50.2,5
LC-GP-0816,#8898B8,220.0,26.1,72.2,4
LC-GP-0817,#586888,220.0,35.3,53.3,5
LC-GP-0818,#607080,210.0,25.0,50.2,5
LC-GP-0819,#586888,220.0,35.3,53.3,5
LC-GP-0820,#586880,216.0,31.2,50.2,5
LC-GP-0821,#587080,204.0,31.2,50.2,5
LC-GP-0822,#588090,197.1,38.9,56.5,5
LC-GP-0823,#6888A8,210.0,38.1,65.9,4
LC-GP-0824,#608098,205.7,36.8,59.6,5
LC-GP-0825,#5080A0,204.0,50.0,62.7,4
LC-GP-0826,#88B0D8,210.0,37.0,84.7,2
LC-GP-0827,#88B0D8,210.0,37.0,84.7,2
LC-GP-0828,#7090B8,213.3,39.1,72.2,4
LC-GP-0829,#4888B0,203.1,59.1,69.0,4
LC-GP-0830,#80C0E0,200.0,42.9,87.8,2
LC-GP-0831,#48B8E0,195.8,67.9,87.8,2
LC-GP-0832,#60B0E8,204.7,58.6,91.0,2
LC-GP-0833,#38A0D0,198.9,73.1,81.6,3
LC-GP-0834,#38B0E8,199.1,75.9,91.0,2
LC-GP-0835,#2898D0,200.0,80.8,81.6,3
LC-GP-0836,#20A0D0,196.4,84.6,81.6,3
LC-GP-0837,#68B8F8,206.7,58.1,97.3,1
LC-GP-0838,#70B0E8,208.0,51.7,91.0,2
LC-GP-0839,#80A8E0,215.0,42.9,87.8,2
LC-GP-0840,#98B8D8,210.0,29.6,84.7,2
LC-GP-0841,#98B8F0,218.2,36.7,94.1,2
LC-GP-0842,#A0C0F0,216.0,33.3,94.1,2
LC-GP-0843,#B0B0E0,240.0,21.4,87.8,2
LC-GP-0844,#A0A0C8,240.0,20.0,78.4,3
LC-GP-0845,#98B8E0,213.3,32.1,87.8,2
LC-GP-0846,#88C0D0,193.3,34.6,81.6,3
LC-GP-0847,#B0B8E0,230.0,21.4,87.8,2
LC-GP-0848,#B8B0D0,255.0,15.4,81.6,3
LC-GP-0849,#D0B8D0,300.0,11.5,81.6,3
LC-GP-0850,#D0B0B8,345.0,15.4,81.6,3
LC-GP-0851,#D0C0C8,330.0,7.7,81.6,3
LC-GP-0852,#C8B8C8,300.0,8.0,78.4,3
LC-GP-0853,#D8C0C0,0.0,11.1,84.7,2
LC-GP-0854,#C8B0B0,0.0,12.0,78.4,3
LC-GP-0855,#C8C0C8,300.0,4.0,78.4,3
LC-GP-0856,#B8B0A8,30.0,8.7,72.2,4
LC-GP-0857,#D0B8B8,0.0,11.5,81.6,3
LC-GP-0858,#C0B8C0,300.0,4.2,75.3,3
LC-GP-0859,#B0A8A8,0.0,4.5,69.0,4
LC-GP-0860,#B8B0C0,270.0,8.3,75.3,3
LC-GP-0861,#C8C0C8,300.0,4.0,78.4,3
LC-GP-0862,#C0B0C0,300.0,8.3,75.3,3
LC-GP-0863,#B0B0C8,240.0,12.0,78.4,3
LC-GP-0864,#C0B0C0,300.0,8.3,75.3,3
LC-GP-0865,#E8E0E0,0.0,3.4,91.0,2
LC-GP-0866,#F0F0F0,0.0,0.0,94.1,2
LC-GP-0867,#E8E0E8,300.0,3.4,91.0,2
LC-GP-0868,#E0D8E0,300.0,3.6,87.8,2
LC-GP-0869,#E0E8E8,180.0,3.4,91.0,2
LC-GP-0870,#D0D0D8,240.0,3.7,84.7,2
LC-GP-0871,#C8D0D8,210.0,7.4,84.7,2
LC-GP-0872,#D0D0D0,0.0,0.0,81.6,3
LC-GP-0873,#C0D8F0,210.0,20.0,94.1,2
LC-GP-0874,#D0D0E8,240.0,10.3,91.0,2
LC-GP-0875,#A0A8C0,225.0,16.7,75.3,3
LC-GP-0876,#A0A8D0,230.0,23.1,81.6,3
LC-GP-0877,#98A8C0,216.0,20.8,75.3,3
LC-GP-0878,#A0B0D0,220.0,23.1,81.6,3
LC-GP-0879,#A0B0C0,210.0,16.7,75.3,3
LC-GP-0880,#A8C0C0,180.0,12.5,75.3,3
LC-GP-0881,#C0E0E8,192.0,17.2,91.0,2
LC-GP-0882,#D8E0E8,210.0,6.9,91.0,2
LC-GP-0883,#B0C0C8,200.0,12.0,78.4,3
LC-GP-0884,#C8E0E0,180.0,10.7,87.8,2
LC-GP-0885,#C0D8E0,195.0,14.3,87.8,2
LC-GP-0886,#D8F0F0,180.0,10.0,94.1,2
LC-GP-0887,#C0E0E8,192.0,17.2,91.0,2
LC-GP-0888,#B8C8C8,180.0,8.0,78.4,3
LC-GP-0889,#A8E0E0,180.0,25.0,87.8,2
LC-GP-0890,#B8D8F0,205.7,23.3,94.1,2
LC-GP-0891,#A0D8E8,193.3,31.0,91.0,2
LC-GP-0892,#A0C8D8,197.1,25.9,84.7,2
LC-GP-0893,#98B8C0,192.0,20.8,75.3,3
LC-GP-0894,#A0B0B0,180.0,9.1,69.0,4
LC-GP-0895,#A0C0C8,192.0,20.0,78.4,3
LC-GP-0896,#A8C0B8,160.0,12.5,75.3,3
LC-GP-0897,#C8B8B0,20.0,12.0,78.4,3
LC-GP-0898,#D8D8C0,60.0,11.1,84.7,2
LC-GP-0899,#D8D0B8,45.0,14.8,84.7,2
LC-GP-0900,#C0C0A8,60.0,12.5,75.3,3
LC-GP-0901,#D0C098,42.9,26.9,81.6,3
LC-GP-0902,#C0C8A0,72.0,20.0,78.4,3
LC-GP-0903,#B8B098,45.0,17.4,72.2,4
LC-GP-0904,#B8C0B0,90.0,8.3,75.3,3
LC-GP-0905,#A8C0B0,140.0,12.5,75.3,3
LC-GP-0906,#A0B0A0,120.0,9.1,69.0,4
LC-GP-0907,#A8C0A8,120.0,12.5,75.3,3
LC-GP-0908,#98A880,84.0,23.8,65.9,4
LC-GP-0909,#A8C0A0,105.0,16.7,75.3,3
LC-GP-0910,#88A088,120.0,15.0,62.7,4
LC-GP-0911,#889088,120.0,5.6,56.5,5
LC-GP-0912,#90A0A8,200.0,14.3,65.9,4
LC-GP-0913,#70F860,113.7,61.3,97.3,1
LC-GP-0914,#60F058,116.8,63.3,94.1,2
LC-GP-0915,#60F078,130.0,60.0,94.1,2
LC-GP-0916,#40F870,135.7,74.2,97.3,1
LC-GP-0917,#00E848,138.6,100.0,91.0,2
LC-GP-0918,#B0E060,82.5,57.1,87.8,2
LC-GP-0919,#D8F868,73.3,58.1,97.3,1
LC-GP-0920,#C0E898,90.0,34.5,91.0,2
LC-GP-0921,#A8E098,106.7,32.1,87.8,2
LC-GP-0922,#B0D898,97.5,29.6,84.7,2
LC-GP-0923,#B0D888,90.0,37.0,84.7,2
LC-GP-0924,#A8E098,106.7,32.1,87.8,2
LC-GP-0925,#C0E0A0,90.0,28.6,87.8,2
LC-GP-0926,#D0E8B8,90.0,20.7,91.0,2
LC-GP-0927,#D0F0A0,84.0,33.3,94.1,2
LC-GP-0928,#B8F0B8,120.0,23.3,94.1,2
LC-GP-0929,#90C8D0,187.5,30.8,81.6,3
LC-GP-0930,#90C8C8,180.0,28.0,78.4,3
LC-GP-0931,#80B8B8,180.0,30.4,72.2,4
LC-GP-0932,#80D0D8,185.5,40.7,84.7,2
LC-GP-0933,#98E0D8,173.3,32.1,87.8,2
LC-GP-0934,#A8D8D0,170.0,22.2,84.7,2
LC-GP-0935,#B0D8D8,180.0,18.5,84.7,2
LC-GP-0936,#C0E0D8,165.0,14.3,87.8,2
LC-GP-0937,#B0E8D0,154.3,24.1,91.0,2
LC-GP-0938,#C0E8C8,132.0,17.2,91.0,2
LC-GP-0939,#B0E0C0,140.0,21.4,87.8,2
LC-GP-0940,#98E0D0,166.7,32.1,87.8,2
LC-GP-0941,#90E0D8,174.0,35.7,87.8,2
LC-GP-0942,#88E0D0,169.1,39.3,87.8,2
LC-GP-0943,#98D8C8,165.0,29.6,84.7,2
LC-GP-0944,#78D8C8,170.0,44.4,84.7,2
LC-GP-0945,#60E0B8,161.2,57.1,87.8,2
LC-GP-0946,#60E0C8,168.8,57.1,87.8,2
LC-GP-0947,#48E8A8,156.0,69.0,91.0,2
LC-GP-0948,#60D8A8,156.0,55.6,84.7,2
LC-GP-0949,#68D0B0,161.5,50.0,81.6,3
LC-GP-0950,#18D0B0,169.6,88.5,81.6,3
LC-GP-0951,#00A8A0,177.1,100.0,65.9,4
LC-GP-0952,#58A888,156.0,47.6,65.9,4
LC-GP-0953,#20A888,165.9,81.0,65.9,4
LC-GP-0954,#089878,166.7,94.7,59.6,5
LC-GP-0955,#108068,167.1,87.5,50.2,5
LC-GP-0956,#184848,180.0,66.7,28.2,7
LC-GP-0957,#187878,180.0,80.0,47.1,6
LC-GP-0958,#087890,190.6,94.4,56.5,5
LC-GP-0959,#10B8A8,174.3,91.3,72.2,4
LC-GP-0960,#10B0B8,182.9,91.3,72.2,4
LC-GP-0961,#207888,189.2,76.5,53.3,5
LC-GP-0962,#207860,163.6,73.3,47.1,6
LC-GP-0963,#008048,153.8,100.0,50.2,5
LC-GP-0964,#009058,156.7,100.0,56.5,5
LC-GP-0965,#00B870,156.5,100.0,72.2,4
LC-GP-0966,#085848,168.0,90.9,34.5,7
LC-GP-0967,#204020,120.0,50.0,25.1,8
LC-GP-0968,#204820,120.0,55.6,28.2,7
LC-GP-0969,#184028,144.0,62.5,25.1,8
LC-GP-0970,#182820,150.0,40.0,15.7,9
LC-GP-0971,#183020,140.0,50.0,18.8,8
LC-GP-0972,#203028,150.0,33.3,18.8,8
LC-GP-0973,#183028,160.0,50.0,18.8,8
LC-GP-0974,#203828,140.0,42.9,22.0,8
LC-GP-0975,#486050,140.0,25.0,37.6,7
LC-GP-0976,#506050,120.0,16.7,37.6,7
